	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
225	547961912139317249	Someone needs to tell Santa that checking a list twice still won't prevent time-of-check-to-time-of-use attacks.	0	0.0	0.0	0.0
226	550993408467038208	#Florida courthouses stop all weddings to avoid performing #gay ceremonies http://t.co/CCn9enkHF9 #gaymarriage #gayrights	0	0.0	0.0	0.0
227	551634077766254593	#RezIsSoCold , I called the radio station for the rezroad reports @ 5am, and I got a frozen injun insurance quote by Jake from Statefarm.	0	0.0	0.0	0.0
228	551868891665022977	Climate Change will Cause Irreversible Impacts If Action is Not Taken: IPCC ... - Nature World News http://t.co/2B9P2oZ3zG	1	1.0	1.0	1.0
229	552022197703700481	Day 16 Don’t Stop the Sex Please http://t.co/B25wmf4nFN #brazzers #realitykings #mofos #na #nsfw #porn #sex #hot	0	0.0	0.0	0.0
230	552550000522428417	@Harry_Styles Why did the baker stop making doughnuts? He got tired of the hole thing! ◡̈ follow me if you smiled please? love you**✧*	0	0.0	0.0	0.0
231	554656665208115201	Indonesia retrieves crashed AirAsia QZ8501's flight data recorder - Channel News Asia http://t.co/DOfSy92kPU	0	0.0	0.0	0.0
232	554713519875440640	BEAGLE 2 http://t.co/H35j3jdcVb THEY FOUND THE BLOODY THING!	0	0.0	0.0	0.0
233	555064439607529472	@Shahidmasooddr without due process of justice?	0	0.0	0.0	0.0
234	557196211401150466	"""@aIIeviation: need more money & black clothes"""	0	0.0	0.0	0.0
235	557823691871244288	@juliewassmer Campaigners gather in Preston to hand in 6000+ signature petition urging Lancs Co Co to stop #Fracking http://t.co/df2MOqN2cj	0	0.0	0.0	0.0
236	558509530796269569	Mfs be going over they data plan just to twatch people 💀😂	0	0.0	0.0	0.0
237	558623676179156992	First gig of 2015 at @BarCornerstone Didcot with support from the excellent @theaugustlist Fri 6 Feb http://t.co/FuwIndFtWC @Duotonemusic	0	0.0	0.0	0.0
238	558700707658739713	#FF to @Sanwal22 who proved, friendship is much more higher than any nationality...!!! Buzz Follow her for awesome tweets on your TL 🍃💐🍁💐🍃	0	0.0	0.0	0.0
239	559050705374154752	.@Oprah Nuclear weapons are a real, deadly problem that entire popul. of world must deal with http://t.co/6SEM76ud2c #SaveFukuChildren	1	1.0	0.0	0.0
240	559414683631767553	Bundle Resource: Bundle Resource is a simple module that provides separate Service resource entry for each nod... http://t.co/ieCJcw0O9O	0	0.0	0.0	0.0
241	559917547152506880	VIDEO: iOS engineer on integrating #desktop and #mobile http://t.co/FZbnPa1Jg8 #FutureofWork	0	0.0	0.0	0.0
242	560029371470471168	The macroeconomic impact of micro-interventions is an important reason why poverty has persisted, despite ... http://t.co/GWfKI78PcY	1	1.0	0.0	0.0
243	560081393040908289	Twitter is rolling out an update to introduce group messaging and video support http://t.co/uKpdQq6meR #android http://t.co/qqqayBwo8H	0	0.0	0.0	0.0
244	562411971963015168	Big Data, Big Obstacles: Towards a social science of #bigdata. TY @daltonconley et al. http://t.co/6nP0fiAz1j … @data_society	1	0.0	1.0	1.0
245	563083273602355201	To join the team or need more info, email bgaribaldi@newlifetyler.com #getconnected http://t.co/P5TaVk7FeD	0	0.0	0.0	0.0
246	564881266864975872	@JLspruill getting to an A's game will be easy as hell cause of BART opposed to a Giants game. how cool!	0	0.0	0.0	0.0
248	567527141903187968	Why Depression Is Underreported In Men http://t.co/wjMzvnOegD	1	1.0	1.0	1.0
249	568088323962507264	Eyeball Tattoos Are a Bizarre and Disturbing New Trend; http://t.co/hQvXM0oAMm http://t.co/wk9mk3Y5b9	0	0.0	0.0	0.0
250	568487751731056640	RT @andrewtlamar: legislation to increase transparency in RFP process was approved by the full GA today. Thanks to @ReevesVA for patroning.	0	0.0	0.0	0.0
251	568779578812055552	Lol niggas in dark movie scenes need more lighting	0	0.0	0.0	0.0
252	568800068360282112	The House science committee anti-NSF witch hunt is now demanding information on grants in the physical sciences. http://t.co/2tfH4XUeLk	1	0.0	0.0	1.0
253	570597474072727552	Coping with levels of explanation in the behavioral sciences https://t.co/C2p0fms0iw	1	0.0	1.0	1.0
254	572172464580517889	Check out B HEALING STONE & MAGNET PILLOW (THERPIC)HELPS STOP PAIN IN THE BODY http://t.co/3V9oG2aeHV via @eBay	1	1.0	0.0	0.0
255	573496486501154816	Diabetes Research and New Registry Aim to Improve Outcomes http://t.co/7bHFBRepxv #NCDR	1	0.0	1.0	1.0
256	573656331485192192	"ICYMI: Harrison Ford in ""fair to moderate"" condition after crashing his plane, US reports say http://t.co/McSRk0nQYR http://t.co/brGTRJYE6u"	0	0.0	0.0	0.0
257	575080590958964736	Psychedelic drug use could reduce psychological distress, suicidal thinking #science http://t.co/Ft1kMPSZaC http://t.co/0VFGsmv3d6	1	1.0	1.0	1.0
258	576065596590161920	Although a relationship looks good on paper, there are a few t... More for Leo http://t.co/XEePhl8vNN	0	0.0	0.0	0.0
259	576144390755786753	Cassini confirms hydrothermal activity in ocean on Saturn's moon: Brooks HaysWASHINGTON, March 12 (UPI) -- NAS... http://t.co/JfyHeHtLCP	1	1.0	1.0	1.0
260	576277522158989312	Although a relationship looks good on paper, there are a few t... More for Leo http://t.co/9kHSBNxwL8	0	0.0	0.0	0.0
261	577264538376151040	People with sight loss can face at least 25% higher costs for everyday living, says new study http://t.co/c7wfVnwQ1Y	1	1.0	1.0	1.0
263	578540328224845824	"via @medical_xpress A new in vitro (test tube) study, ""Dietary functional benefits of Bartlet... http://t.co/Qv1C1GjQin #UFO4UBlogHealth"	1	0.0	1.0	1.0
264	578942591317647360	Marc by Marc Jacobs folding into @marcjacobs line reports @wwd http://t.co/kGxzQZb99k #Fashion #Retail	0	0.0	0.0	0.0
265	579050929837760512	"How is a country that holds 25MILLION Kurds find pro-Kurdish protests ""wrong"", but avidly support pro-Palestine ones? http://t.co/5oeHcs7LXv"	0	0.0	0.0	0.0
266	580972622399291392	European Union and Turkey in the Post Arab Spring Era: Mapping Strategic Interests in the Turbulent Neighborhood: http://t.co/sKWSmSL9QI	1	0.0	1.0	1.0
267	581216982026063872	Any chance @Number10gov & @ukhomeoffice will comment on increase in confidence of Police in a positive way.	0	0.0	0.0	0.0
268	584128760141615104	foot on the gas, im just tryin to pass all the red lights & the stop signs	0	0.0	0.0	0.0
269	586476458907959296	Companies report 48% increase in attempted cyber security breaches http://t.co/wUdCJb7y8v #DGInsights #cybersecurity http://t.co/a38n3hZg70	1	1.0	0.0	0.0
270	586896526837972992	Study: Shifts in electricity generation spur net job growth, but coal jobs decline - via @DukeU http://t.co/AXGmKUPata	1	1.0	1.0	1.0
271	587154820450033665	Horse chase leads to arrest, beating | http://t.co/djbPIyaG4w http://t.co/ye4AkyA6bo	0	0.0	0.0	0.0
272	588344815856812032	“Overzealous, dangerous patriotism”: School nurse refused to treat student who didn’t stand for Pledge of Allegiance http://t.co/MFkJLOVdl8	0	0.0	0.0	0.0
273	589308960450039808	@Smurfhawk31 @BHMjohnECS Just need more playing time w/ each other. S'all good. Frustrating.	0	0.0	0.0	0.0
274	589534492395704320	coumadin decreased sex drive men http://t.co/zfRNn4MMc6	1	1.0	0.0	0.0
275	591307080277094400	"""For some reason there are a disproportionate number of Patriots fans [working] in the White House."" -"	0	0.0	0.0	0.0
276	592145135711887361	All approx. 1200 houses have been collapsed in #Barpak #Gorkha, epicenter of #NepalQuake reports state radio reporter from #Gorkha.	0	0.0	0.0	0.0
277	592793990870740993	This is a child molesters dream -->> RT @ActionNewsJax: Parents urged to support free-range (cont) http://t.co/1Hf5uze2LJ	0	0.0	0.0	0.0
278	593097629107650561	Cyber Security Webinar starting now: Challenges Associated With Defending Cyber Threats - http://t.co/hbw2fNhu39	0	0.0	0.0	0.0
279	595610067564679169	Her own idea a hidden ammonite loaf with hammer @JeaniiBean geologist despair #geobakeoff http://t.co/656piiQ2Bt	0	0.0	0.0	0.0
280	596312357640474624	Can organic feed the world? http://t.co/8YJnht4Fi7	1	1.0	1.0	1.0
281	597534145808605184	More Sex Doesn’t Lead To More Happiness, Reveals New Study. Surprised? – Tech Times http://t.co/jtKodFKWmV	1	1.0	0.0	0.0
282	598917676484972544	Nuke deal w/ #Iran increase terror #IslamicExtremism #StopGodFatherofISIS see👉 Video Clip 😢? https://t.co/BwDTkhcxkV http://t.co/V1iplF2QDd	0	0.0	0.0	0.0
283	599179022552145920	3mo after #DressGate, 3 research teams explore the science behind the #blueandblack / #whiteandgold dress http://t.co/7FwbJg0RpG @nytimes	1	0.0	1.0	1.0
285	599657600272084992	SPC Tornado Watch 175 Status Reports http://t.co/QjbHrks4tN	0	0.0	0.0	0.0
286	601024654765985792	#MSGDonated4Million to support the research of Thalassemia & AIDS cure	1	0.0	0.0	1.0
287	601044828806320128	@and_orca The London Guardians' feature about JAZA which will stop buying dolphins from Taiji: http://t.co/6uhNavwesN #thecove	0	0.0	0.0	0.0
288	601417479961718784	Wistrich's Last Article: stop downplaying #antisemitism in Muslim world & on world stage. http://t.co/oF3JaTXSK3 http://t.co/rDH6cFDtLN	0	0.0	0.0	0.0
289	602178954267525122	#PhysicalActivity is imp at every age, esp bc it can help strengthen bones & muscles & prevent falls. #ActiveAgeing http://t.co/B7gXec7gCG	1	1.0	0.0	0.0
290	603196275853500418	.@VCUBaseball will be honored prior to tonight's @GoSquirrels game. First pitch is 6:35, get there around 6 to support the Rams! #LetsGoVCU	0	0.0	0.0	0.0
291	605701936592109568	'Virgin-born' sawfish are a first in the wild http://t.co/Y2FfBiJtCe http://t.co/IWS4Cpp2au	1	1.0	1.0	1.0
292	606626544438550528	Look 4 @LuParker KTLA 5 story re Step Up members Monday 10pm. It will be special. Thx 2 @trevor_neilson 4 ur support http://t.co/xS8ca9utLE	0	0.0	0.0	0.0
293	606960382654193664	Dear Telltale, Stop sucking Game of Thrones' dick and make Tales from the Borderlands. Sincerely, Trustfungus	0	0.0	0.0	0.0
294	607583719138971648	Thanks for all the support ☀️💪#hawaii #oahu #lunch #sunday #cardio #fitness #fitspo #cool… https://t.co/ngdLLhNgSl	0	0.0	0.0	0.0
295	607647619368677377	UPDATE: Police Identify Two Found Dead In House Fire, Release Cause http://t.co/36ItHRuZAt	0	0.0	0.0	0.0
296	610995064030953472	Beauty Tips : Blood Sugar Support Cardiovascular Health Dietary Supplement (6 Bottles) http://t.co/bp6W50L2yX #892	1	1.0	0.0	0.0
297	611146298067030016	#WeightLoss #Program Conquering The Excess Weight Of Diet Program Failure Statistics http://t.co/1d3No26Zz7 #LadyGaga #Diet	0	0.0	0.0	0.0
298	611615660393799680	Near-fasting for 5 days a month reduces body fat, study finds (w/link): http://t.co/aTs1ZzTJKZ http://t.co/hhZDyVEPCy	1	1.0	1.0	1.0
299	614254522320334852	Treatment of #MetastaticColorectalCancer: focus on #panitumumab: http://t.co/COfHoJfk63 http://t.co/rmP7WnSmMy	1	0.0	1.0	1.0
300	614435460505415682	there is no medicines for men to treat #fakecases #scrap498a #purushayog http://t.co/60znEWmhhY @karkhanisamit	0	0.0	0.0	0.0
301	614895100007571460	@AngelRaven2 Nickie > Saw is making a Twit Support Page. Plz send YOUR Info & any Group U want mentioned to email / Sawstrong2015@aol.com	0	0.0	0.0	0.0
302	615476753373401088	""" Mazda open to Le Mans 24 Hour return: Engineer in charge of 1991’s winning car tells TG that he wants ... http://t.co/UKyKEF2quk #cars"	0	0.0	0.0	0.0
303	616187058751713280	Quick water stop at @toysrusuk Liverpool #gottahydrate! http://t.co/1l8xGguesW	0	0.0	0.0	0.0
304	616821602412445696	Student Life #3: Valentines #Date, Metrosexuality & Lower Body Strength http://t.co/2sAGunei9j #rtBYme #chivalry	0	0.0	0.0	0.0
305	616862956752519170	#politas Eric Abetz threatening State Liberals who support marriage equality. This man is a thug. Stand up Liberals with conscience	0	0.0	0.0	0.0
306	617298758997381120	Pain changes people	1	1.0	0.0	0.0
307	617706053849911300	Political science https://t.co/Bl5B3cDsRI	0	0.0	0.0	0.0
308	618440645691113473	The earth sciences examine the structure and composition of our planet http://t.co/jMUTEs8dUv	1	1.0	0.0	1.0
309	618456205317513217	People who are hating on this stupid #dontjudgechallenge need to stop being so sensitive and get off social media.	0	0.0	0.0	0.0
310	621383456921141252	The carbon footprint of a glass of milk has shrunk by 2/3 in the last 50 years due to improved health, nutrition, and genetics #JAM2015	1	1.0	0.0	0.0
311	622292275037622272	Magic!!!!😂😂 #weirdwater #science #how? http://t.co/DIz4iBDau1 http://t.co/yUdQFDaHpw	0	0.0	0.0	0.0
312	622405366073024517	@xxx7h3kingxxx Local NC rap artist looking to gain local support #followback would be very much appreciated, thanks	0	0.0	0.0	0.0
314	622676246795661312	yes. Gilinsky may look so much more sexier than Johnson. but that doesn'5 mean u support one Jack only.. -_- #johnsonmatters	0	0.0	0.0	0.0
316	623778651042091008	[NEW POST] from #BeerToday #Beer - Kernel to stop Saturday bar sessions http://t.co/sUFx2SSQeM The Kernel Brewery in London is to cease …	0	0.0	0.0	0.0
317	624192030542053377	Marilyn going to Great Day Live to promote Cruisin the Heartland http://t.co/BEJdZOKEcm	0	0.0	0.0	0.0
318	624194981440409600	Less than a third of Finns support #Fennovoima nuclear plant http://t.co/WBoJk9Fz1y	0	0.0	0.0	0.0
319	625141281216401408	Next time someone looks at bella, notice how one shoulder is higher than the other. Like an ogre???	0	0.0	0.0	0.0
320	625887657617309696	@therealagentk: @herecease @mariellite that's my girl. Now— build bridges to the Heavens and don't stop there.	0	0.0	0.0	0.0
321	625919376051564544	Turkey provides air support for #Syria opposition http://t.co/mcAj9Is4Pr #Breaking #LeMonde #News	0	0.0	0.0	0.0
322	626275995646062592	#Deals : New Improved Unique Color Therapy Lamps Light Promotes Wellness Health http://t.co/NJTKhFgizu #Beauty … http://t.co/u65daPcbA6	1	1.0	0.0	0.0
323	626391334815830016	@minmsme MAIT is devoted 2 promote R&D in Stds & Open Tech, thats long pending thru 'National centre for e-Gov stds & tech'. @anwarzs #SME	0	0.0	0.0	0.0
324	627031498827247616	Carrefour Reports Sharp Decline in Profit http://t.co/cKxuPxqFB0 #WSJ #USBusiness | https://t.co/qDEcMlSUlF http://t.co/3uX3gD6WkL	0	0.0	0.0	0.0
325	628264846497292288	"""The brain is extraordinarily good at alerting us to threats"". http://t.co/mfqFaO0Wpn"	1	1.0	1.0	1.0
326	628611128260608000	Why might women feel temperature differently to men?: Why might women feel temperature differently to men? http://t.co/vXGjFO55aw	1	1.0	1.0	1.0
327	630798260672811008	been taking a constant break down for about 3 days now, like can u stop pls	0	0.0	0.0	0.0
328	631011188705374208	"ariwinokur on ""Rates questions/google analytics/GB space and more"" http://t.co/5W5V90Dce4"	0	0.0	0.0	0.0
329	631725730326552576	Weed: Good for the Bones? YES! by Stephanie Pappas, Live Science Contributor http://t.co/L4pERvnmmo http://t.co/pPBGZwZLBG	1	1.0	1.0	1.0
330	631828683704172545	Farting helps reduce high blood pressure and is good for your health. Isn’t it funny and healthy?  http://t.co/aiAnQvFfiW #physio #herts	1	1.0	0.0	0.0
331	633000858511273984	Retweet if you know this game FAV if you would Join for war! Search up The Disciples Need more consistent people!😎 http://t.co/okoFdpMr1Q	0	0.0	0.0	0.0
334	635545969057222656	#ClimateChange & rising temps increase #health #risks in several ways: http://t.co/k83V1EJCHU #climateaction http://t.co/MOzNKxzGmS	1	1.0	1.0	1.0
335	636605433478836224	@lordstoddart Tell Fulani settlers to STOP intimidating & terrorising indigenous nations in WestAfrica.https://t.co/8ZruWRqCd2	0	0.0	0.0	0.0
337	638692179838377984	Black men should stop having sex with black hookers http://t.co/oGo8lFyNta	0	0.0	0.0	0.0
338	641614791858089985	Bill to Stop Police Cellphone Intrusions Passes Legislature... #news #LA #LosAngeles http://t.co/2U02vSW1GR	0	0.0	0.0	0.0
339	642542420907810816	Video: The process of hand making a book the old fashioned way is a lost magical art http://t.co/zOJ9K4OVDh	0	0.0	0.0	0.0
341	647419303193501699	Understanding public perceptions of risk regarding outdoor pet cats to inform #conservation action: #AcceptedArticle http://t.co/l5F4yfEVs6	1	0.0	1.0	1.0
342	648267629103288320	Patients w/ prolonged, undiagnosed medical conditions can sign up for national @NIH program seeking answers http://t.co/sbM7tvIppK #rarepov	0	0.0	0.0	0.0
343	650258639404593152	UK government acts to stop councils divesting from Israeli occupation https://t.co/2WGvL9OifP #BDS #armstrade	0	0.0	0.0	0.0
344	650847249174433793	The happier you are, the less sleep you require to function in everyday life. Sadness increases the urge to sleep more.	1	1.0	0.0	0.0
